transaction_id,customer_id,beneficiary_id,amount,timestamp,country,channel,device_id,merchant_category
T000037,C002,B232,6408.38,2025-01-12 17:57:36,UAE,IMPS,DEV-01-C002,Fuel
T000182,C011,B249,11352.22,2025-01-12 18:56:35,India,Cash Deposit,DEV-03-C011,Electronics
T000665,C048,B072,33348.73,2025-01-12 19:00:23,India,NEFT,DEV-01-C048,Travel
T000669,C048,B170,6963.95,2025-01-12 21:30:36,India,SWIFT,DEV-01-C048,Travel
T000363,C022,B103,13917.18,2025-01-12 21:45:57,UAE,NEFT,DEV-02-C022,Travel
T001457,C106,B207,21495.58,2025-01-12 22:03:23,UAE,SWIFT,DEV-03-C106,Entertainment
T002007,C146,B211,44106.11,2025-01-13 00:34:27,UK,NEFT,DEV-01-C146,Dining
T001433,C104,B158,4830.69,2025-01-13 04:04:23,UAE,IMPS,DEV-01-C104,Healthcare
T001745,C127,B294,206.88,2025-01-13 05:33:30,Nigeria,RTGS,DEV-02-C127,Fuel
T000726,C053,B099,3768.78,2025-01-13 06:02:04,India,SWIFT,DEV-01-C053,Healthcare
T000249,C015,B034,33051.96,2025-01-13 06:02:51,Singapore,RTGS,DEV-03-C015,Crypto Exchange
T000124,C007,B123,4669.78,2025-01-13 06:06:58,UK,Cash Deposit,DEV-01-C007,Crypto Exchange
T000195,C011,B019,26152.75,2025-01-13 06:10:30,USA,RTGS,DEV-02-C011,Utilities
T001385,C099,B295,13597.27,2025-01-13 06:42:16,UK,UPI,DEV-02-C099,Travel
T000695,C051,B151,11872.0,2025-01-13 08:44:35,UAE,Cash Deposit,DEV-01-C051,Crypto Exchange
T000074,C004,B221,22704.58,2025-01-13 08:58:10,India,UPI,DEV-02-C004,Groceries
T001584,C115,B077,4868.07,2025-01-13 09:46:18,Nigeria,UPI,DEV-01-C115,Jewelry
T002041,C148,B023,19635.26,2025-01-13 09:52:12,UAE,SWIFT,DEV-03-C148,Dining
T001554,C113,B023,8365.13,2025-01-13 09:57:43,UK,UPI,DEV-03-C113,Fuel
T000896,C066,B183,5042.77,2025-01-13 10:45:46,Nigeria,Cash Deposit,DEV-01-C066,Utilities
T001432,C104,B114,62848.35,2025-01-13 11:55:35,Nigeria,IMPS,DEV-03-C104,Electronics
T000306,C019,B201,20137.31,2025-01-13 12:28:44,USA,Cash Deposit,DEV-01-C019,Dining
T001177,C086,B182,11108.98,2025-01-13 14:15:12,USA,RTGS,DEV-02-C086,Jewelry
T000240,C014,B075,14614.73,2025-01-13 14:54:13,USA,UPI,DEV-01-C014,Utilities
T001210,C089,B026,2668.04,2025-01-13 15:05:39,India,SWIFT,DEV-03-C089,Groceries
T000387,C023,B205,3439.55,2025-01-13 16:42:25,Singapore,RTGS,DEV-03-C023,Utilities
T001940,C142,B050,6173.31,2025-01-13 17:01:14,Singapore,RTGS,DEV-01-C142,Dining
T000990,C072,B293,37878.6,2025-01-13 17:34:35,USA,Cash Deposit,DEV-01-C072,Utilities
T001614,C117,B240,17388.63,2025-01-13 17:37:17,Singapore,Cash Deposit,DEV-03-C117,Healthcare
T000241,C014,B014,19383.41,2025-01-13 19:07:25,India,UPI,DEV-01-C014,Crypto Exchange
T002071,C901,B403,9616.67,2025-01-13 19:59:58,Singapore,IMPS,DEV-03-C901,Crypto Exchange
T002072,C901,B400,9648.98,2025-01-13 20:00:58,India,NEFT,DEV-03-C901,Fuel
T002073,C901,B401,8793.37,2025-01-13 20:01:58,UK,RTGS,DEV-02-C901,Travel
T002074,C901,B404,8981.05,2025-01-13 20:02:58,UAE,IMPS,DEV-01-C901,Jewelry
T002075,C901,B404,9409.85,2025-01-13 20:03:58,India,NEFT,DEV-01-C901,Utilities
T000934,C069,B198,32086.96,2025-01-13 20:04:44,India,NEFT,DEV-01-C069,Jewelry
T002076,C901,B404,8648.72,2025-01-13 20:04:58,UK,IMPS,DEV-01-C901,Electronics
T002077,C901,B400,8828.68,2025-01-13 20:05:58,UK,IMPS,DEV-02-C901,Dining
T002078,C901,B403,9836.45,2025-01-13 20:06:58,Nigeria,SWIFT,DEV-03-C901,Utilities
T002079,C901,B407,8745.86,2025-01-13 20:07:58,India,IMPS,DEV-01-C901,Dining
T002080,C901,B405,8610.62,2025-01-13 20:08:58,Singapore,NEFT,DEV-02-C901,Utilities
T002081,C901,B400,9376.53,2025-01-13 20:09:58,UAE,SWIFT,DEV-03-C901,Fuel
T002082,C901,B402,9485.18,2025-01-13 20:10:58,UAE,Cash Deposit,DEV-03-C901,Dining
T002083,C901,B404,9005.16,2025-01-13 20:11:58,India,UPI,DEV-02-C901,Fuel
T002084,C901,B404,9675.54,2025-01-13 20:12:58,Nigeria,NEFT,DEV-01-C901,Travel
T002085,C901,B402,8964.37,2025-01-13 20:13:58,UK,SWIFT,DEV-03-C901,Entertainment
T002086,C901,B401,8664.09,2025-01-13 20:14:58,UK,Cash Deposit,DEV-02-C901,Travel
T002087,C901,B401,8968.43,2025-01-13 20:15:58,UAE,IMPS,DEV-02-C901,Fuel
T002088,C901,B405,9216.6,2025-01-13 20:16:58,UK,Cash Deposit,DEV-02-C901,Crypto Exchange
T000063,C003,B136,11735.99,2025-01-13 20:38:46,Singapore,NEFT,DEV-01-C003,Fuel
T001354,C096,B112,10172.06,2025-01-13 21:14:28,Singapore,UPI,DEV-01-C096,Utilities
T000837,C060,B259,40304.51,2025-01-14 01:43:28,UK,NEFT,DEV-03-C060,Groceries
T001244,C091,B224,1581.38,2025-01-14 04:22:49,India,IMPS,DEV-03-C091,Healthcare
T001448,C105,B267,1826.27,2025-01-14 04:41:55,UK,UPI,DEV-03-C105,Dining
T001341,C096,B192,3911.33,2025-01-14 05:50:44,UK,Cash Deposit,DEV-01-C096,Fuel
T001505,C109,B140,27301.5,2025-01-14 05:54:23,India,UPI,DEV-02-C109,Jewelry
T000497,C034,B212,17094.47,2025-01-14 08:22:42,Nigeria,IMPS,DEV-01-C034,Travel
T000326,C020,B075,9440.91,2025-01-14 08:37:49,India,UPI,DEV-02-C020,Travel
T001747,C127,B125,4201.64,2025-01-14 08:48:02,India,NEFT,DEV-01-C127,Dining
T000109,C006,B042,20895.3,2025-01-14 10:26:05,UAE,IMPS,DEV-02-C006,Travel
T000529,C036,B087,7330.87,2025-01-14 11:31:14,Singapore,UPI,DEV-02-C036,Entertainment
T001798,C132,B192,7104.26,2025-01-14 11:46:38,USA,IMPS,DEV-02-C132,Groceries
T001241,C091,B244,32164.72,2025-01-14 12:03:14,UAE,RTGS,DEV-02-C091,Fuel
T000541,C037,B256,7387.95,2025-01-14 12:18:39,Nigeria,UPI,DEV-01-C037,Dining
T001393,C100,B021,10195.96,2025-01-14 12:52:47,Nigeria,RTGS,DEV-01-C100,Dining
T001964,C143,B228,59729.75,2025-01-14 13:53:09,USA,SWIFT,DEV-03-C143,Fuel
T000470,C031,B029,33828.18,2025-01-14 14:32:22,USA,UPI,DEV-01-C031,Crypto Exchange
T000389,C023,B127,25519.64,2025-01-14 16:16:07,India,NEFT,DEV-02-C023,Healthcare
T000267,C016,B036,5244.69,2025-01-14 18:35:30,Nigeria,Cash Deposit,DEV-01-C016,Utilities
T000590,C039,B251,13729.7,2025-01-14 19:17:02,USA,Cash Deposit,DEV-02-C039,Healthcare
T001984,C145,B065,3939.09,2025-01-14 20:26:43,UK,RTGS,DEV-03-C145,Dining
T001199,C087,B168,4093.83,2025-01-14 21:54:05,India,RTGS,DEV-03-C087,Travel
T001662,C120,B084,17091.05,2025-01-15 00:21:03,USA,IMPS,DEV-02-C120,Entertainment
T000187,C011,B283,16969.35,2025-01-15 01:02:24,UK,IMPS,DEV-03-C011,Jewelry
T000849,C062,B196,6542.5,2025-01-15 02:38:08,India,Cash Deposit,DEV-01-C062,Electronics
T001166,C086,B019,4691.04,2025-01-15 02:44:48,India,Cash Deposit,DEV-03-C086,Crypto Exchange
T000204,C012,B221,3439.75,2025-01-15 03:12:07,UAE,RTGS,DEV-02-C012,Crypto Exchange
T001636,C118,B227,4645.59,2025-01-15 03:14:09,India,Cash Deposit,DEV-03-C118,Utilities
T000992,C072,B101,14127.68,2025-01-15 03:50:25,Nigeria,IMPS,DEV-02-C072,Groceries
T002025,C147,B099,9949.83,2025-01-15 04:41:31,UK,NEFT,DEV-03-C147,Electronics
T000589,C039,B128,18366.41,2025-01-15 04:46:18,Nigeria,UPI,DEV-01-C039,Healthcare
T000098,C006,B102,18850.19,2025-01-15 07:21:34,India,NEFT,DEV-01-C006,Entertainment
T001387,C099,B177,8861.32,2025-01-15 08:44:06,Singapore,SWIFT,DEV-03-C099,Travel
T001558,C114,B097,16691.2,2025-01-15 10:18:41,India,IMPS,DEV-01-C114,Groceries
T000818,C060,B198,7674.1,2025-01-15 10:23:23,USA,RTGS,DEV-01-C060,Groceries
T001309,C094,B275,8974.15,2025-01-15 11:05:13,Nigeria,RTGS,DEV-01-C094,Utilities
T000452,C029,B275,15595.4,2025-01-15 13:10:52,UAE,UPI,DEV-03-C029,Entertainment
T001499,C109,B124,34252.98,2025-01-15 14:37:36,Nigeria,Cash Deposit,DEV-02-C109,Healthcare
T001855,C135,B104,10113.27,2025-01-15 17:25:05,UK,IMPS,DEV-03-C135,Groceries
T000491,C033,B152,20996.69,2025-01-15 19:08:39,UAE,UPI,DEV-01-C033,Healthcare
T000447,C029,B245,17658.08,2025-01-15 20:56:53,UK,Cash Deposit,DEV-03-C029,Fuel
T001802,C132,B072,14922.02,2025-01-15 22:07:35,Singapore,RTGS,DEV-03-C132,Crypto Exchange
T000521,C036,B138,50477.86,2025-01-15 23:21:39,UK,Cash Deposit,DEV-03-C036,Travel
T000313,C020,B193,26660.48,2025-01-15 23:26:05,UAE,IMPS,DEV-03-C020,Crypto Exchange
T001242,C091,B214,1853.88,2025-01-15 23:28:07,Singapore,Cash Deposit,DEV-01-C091,Travel
T001874,C137,B101,28326.82,2025-01-16 00:32:02,UAE,NEFT,DEV-01-C137,Jewelry
T000261,C016,B109,5791.41,2025-01-16 00:32:50,Nigeria,SWIFT,DEV-01-C016,Utilities
T001055,C078,B272,6597.88,2025-01-16 01:14:07,UK,UPI,DEV-02-C078,Jewelry
T001187,C087,B247,14413.21,2025-01-16 02:04:34,Nigeria,SWIFT,DEV-03-C087,Fuel
T000978,C071,B183,12283.42,2025-01-16 03:29:45,India,NEFT,DEV-01-C071,Entertainment
T000709,C052,B223,17581.7,2025-01-16 06:04:42,India,NEFT,DEV-02-C052,Electronics
T000692,C050,B070,21008.51,2025-01-16 07:00:38,Nigeria,SWIFT,DEV-03-C050,Entertainment
T000064,C003,B146,17956.84,2025-01-16 07:34:36,UK,RTGS,DEV-03-C003,Dining
T001530,C111,B057,37071.1,2025-01-16 07:45:10,UAE,RTGS,DEV-03-C111,Travel
T001334,C096,B091,5853.04,2025-01-16 08:16:22,India,SWIFT,DEV-03-C096,Utilities
T000079,C004,B137,2874.54,2025-01-16 10:57:28,Nigeria,NEFT,DEV-02-C004,Groceries
T000866,C063,B259,19372.29,2025-01-16 11:21:36,UK,RTGS,DEV-03-C063,Healthcare
T000953,C070,B027,7487.07,2025-01-16 14:32:48,UK,Cash Deposit,DEV-01-C070,Utilities
T000707,C051,B193,2855.15,2025-01-16 14:56:04,Nigeria,NEFT,DEV-03-C051,Utilities
T001384,C099,B079,24327.27,2025-01-16 15:45:02,UAE,NEFT,DEV-01-C099,Fuel
T001168,C086,B092,5044.29,2025-01-16 15:56:17,Nigeria,UPI,DEV-03-C086,Crypto Exchange
T001702,C124,B024,21843.67,2025-01-16 16:07:38,Nigeria,RTGS,DEV-03-C124,Utilities
T001287,C093,B132,20632.44,2025-01-16 17:24:29,India,UPI,DEV-01-C093,Healthcare
T001417,C102,B133,3566.19,2025-01-16 19:27:41,USA,NEFT,DEV-01-C102,Fuel
T002066,C150,B159,3694.48,2025-01-16 19:37:40,UAE,SWIFT,DEV-03-C150,Crypto Exchange
T000749,C054,B177,4335.67,2025-01-16 21:00:51,Singapore,Cash Deposit,DEV-03-C054,Utilities
T001403,C101,B148,17500.17,2025-01-16 21:39:32,Nigeria,SWIFT,DEV-03-C101,Healthcare
T001825,C134,B231,17137.98,2025-01-17 00:06:10,Singapore,IMPS,DEV-03-C134,Groceries
T000034,C002,B282,20700.95,2025-01-17 00:46:25,Singapore,RTGS,DEV-03-C002,Healthcare
T000202,C012,B228,15876.4,2025-01-17 03:39:28,Nigeria,UPI,DEV-01-C012,Groceries
T001074,C078,B054,22645.39,2025-01-17 04:41:37,UAE,RTGS,DEV-02-C078,Jewelry
T001009,C073,B108,6977.33,2025-01-17 04:55:46,UK,NEFT,DEV-01-C073,Utilities
T002044,C149,B012,27506.51,2025-01-17 04:59:13,USA,UPI,DEV-03-C149,Travel
T001044,C076,B008,31850.61,2025-01-17 05:58:40,Singapore,RTGS,DEV-01-C076,Healthcare
T001775,C129,B034,24962.06,2025-01-17 06:08:54,USA,SWIFT,DEV-03-C129,Jewelry
T001868,C136,B194,34633.32,2025-01-17 06:55:23,UK,SWIFT,DEV-02-C136,Jewelry
T001915,C140,B240,15226.86,2025-01-17 07:35:29,UK,NEFT,DEV-02-C140,Jewelry
T000788,C057,B259,3698.52,2025-01-17 09:45:46,India,UPI,DEV-03-C057,Groceries
T001259,C091,B297,9442.74,2025-01-17 09:58:59,USA,NEFT,DEV-03-C091,Dining
T001104,C080,B157,7851.53,2025-01-17 10:23:36,Singapore,RTGS,DEV-02-C080,Crypto Exchange
T002131,C930,B701,5728.85,2025-01-17 11:28:14,Singapore,IMPS,DEV-01-C930,Dining
T001481,C108,B173,5741.39,2025-01-17 11:36:51,India,RTGS,DEV-02-C108,Groceries
T000205,C012,B093,7204.6,2025-01-17 12:05:26,UAE,NEFT,DEV-03-C012,Healthcare
T001344,C096,B215,4642.67,2025-01-17 14:55:40,Singapore,IMPS,DEV-02-C096,Crypto Exchange
T001312,C094,B008,20774.84,2025-01-17 17:22:09,Nigeria,NEFT,DEV-02-C094,Utilities
T000671,C049,B219,5507.63,2025-01-17 18:40:11,Singapore,IMPS,DEV-01-C049,Dining
T001087,C079,B248,17619.53,2025-01-17 18:53:31,UK,Cash Deposit,DEV-03-C079,Crypto Exchange
T001226,C090,B121,41998.58,2025-01-17 19:19:06,Nigeria,Cash Deposit,DEV-01-C090,Crypto Exchange
T001532,C111,B134,9191.46,2025-01-17 20:14:07,Nigeria,RTGS,DEV-02-C111,Dining
T000839,C060,B297,3394.32,2025-01-17 20:38:04,Nigeria,IMPS,DEV-01-C060,Healthcare
T000693,C050,B163,18079.91,2025-01-17 21:55:17,Nigeria,RTGS,DEV-03-C050,Crypto Exchange
T001325,C095,B123,28523.53,2025-01-17 22:43:42,USA,Cash Deposit,DEV-01-C095,Crypto Exchange
T001407,C101,B213,18847.58,2025-01-17 23:31:48,USA,SWIFT,DEV-03-C101,Crypto Exchange
T001721,C125,B290,3940.77,2025-01-18 01:00:42,India,RTGS,DEV-01-C125,Utilities
T001765,C128,B012,24845.45,2025-01-18 02:17:24,Singapore,NEFT,DEV-01-C128,Travel
T001331,C095,B255,11092.52,2025-01-18 02:51:51,UAE,Cash Deposit,DEV-01-C095,Groceries
T001301,C093,B104,2998.02,2025-01-18 03:33:01,USA,NEFT,DEV-02-C093,Electronics
T001469,C108,B017,17879.82,2025-01-18 04:08:06,USA,Cash Deposit,DEV-02-C108,Travel
T001140,C084,B034,28585.85,2025-01-18 04:37:19,UK,RTGS,DEV-02-C084,Fuel
T001832,C134,B052,41048.0,2025-01-18 04:59:28,Singapore,NEFT,DEV-03-C134,Healthcare
T000462,C031,B061,6063.74,2025-01-18 07:52:25,USA,SWIFT,DEV-03-C031,Travel
T000084,C004,B134,10276.03,2025-01-18 08:05:35,USA,UPI,DEV-01-C004,Utilities
T001062,C078,B067,37596.91,2025-01-18 08:15:30,India,IMPS,DEV-01-C078,Entertainment
T000639,C045,B077,56745.77,2025-01-18 09:00:33,India,RTGS,DEV-03-C045,Healthcare
T001463,C107,B014,21918.11,2025-01-18 09:19:23,UK,RTGS,DEV-03-C107,Fuel
T001551,C113,B298,6857.12,2025-01-18 09:58:03,Singapore,IMPS,DEV-03-C113,Entertainment
T001681,C122,B273,609.29,2025-01-18 10:49:56,India,UPI,DEV-01-C122,Electronics
T000678,C049,B139,3756.37,2025-01-18 11:00:04,India,UPI,DEV-03-C049,Electronics
T000539,C037,B280,21239.03,2025-01-18 11:15:38,Nigeria,RTGS,DEV-01-C037,Entertainment
T000459,C031,B210,9330.48,2025-01-18 11:23:12,UAE,Cash Deposit,DEV-03-C031,Healthcare
T000928,C068,B133,18264.09,2025-01-18 11:31:04,USA,SWIFT,DEV-03-C068,Crypto Exchange
T002141,C930,B999,950000.0,2025-01-18 12:04:02,Nigeria,NEFT,DEV-02-C930,Healthcare
T000265,C016,B015,6706.57,2025-01-18 12:23:59,Singapore,Cash Deposit,DEV-02-C016,Fuel
T001684,C122,B224,18501.61,2025-01-18 12:36:50,UK,NEFT,DEV-03-C122,Fuel
T001495,C109,B281,20711.93,2025-01-18 12:49:49,India,Cash Deposit,DEV-03-C109,Jewelry
T001265,C092,B249,17256.11,2025-01-18 13:18:57,USA,NEFT,DEV-02-C092,Utilities
T000811,C059,B225,11680.72,2025-01-18 14:22:03,USA,SWIFT,DEV-02-C059,Crypto Exchange
T001688,C122,B167,15785.68,2025-01-18 14:49:38,India,Cash Deposit,DEV-01-C122,Dining
T001894,C139,B250,18232.73,2025-01-18 16:03:15,USA,NEFT,DEV-02-C139,Crypto Exchange
T000047,C002,B217,14252.71,2025-01-18 19:33:29,Singapore,SWIFT,DEV-01-C002,Utilities
T000988,C072,B188,19340.55,2025-01-18 20:32:59,UK,SWIFT,DEV-01-C072,Healthcare
T000495,C034,B251,9716.63,2025-01-18 20:51:44,USA,Cash Deposit,DEV-01-C034,Jewelry
T000717,C052,B199,30607.59,2025-01-18 22:48:16,Singapore,SWIFT,DEV-02-C052,Travel
T001895,C139,B109,18135.72,2025-01-19 00:34:04,UAE,NEFT,DEV-03-C139,Travel
T000347,C021,B174,22779.12,2025-01-19 03:18:56,UK,Cash Deposit,DEV-02-C021,Fuel
T002021,C147,B262,18474.66,2025-01-19 03:24:57,UAE,UPI,DEV-01-C147,Dining
T001193,C087,B200,2691.98,2025-01-19 04:37:28,USA,NEFT,DEV-02-C087,Fuel
T000524,C036,B045,20648.65,2025-01-19 04:39:16,UK,SWIFT,DEV-03-C036,Jewelry
T001030,C074,B252,4665.9,2025-01-19 05:34:52,Singapore,NEFT,DEV-01-C074,Groceries
T001372,C098,B034,4200.51,2025-01-19 06:53:44,UK,NEFT,DEV-01-C098,Healthcare
T001377,C098,B150,16723.74,2025-01-19 08:32:35,India,NEFT,DEV-01-C098,Jewelry
T000236,C014,B142,13387.56,2025-01-19 10:17:09,India,SWIFT,DEV-01-C014,Electronics
T001059,C078,B199,12441.39,2025-01-19 10:25:40,USA,Cash Deposit,DEV-02-C078,Jewelry
T001103,C080,B179,17994.67,2025-01-19 11:52:23,Singapore,UPI,DEV-03-C080,Groceries
T000412,C026,B057,14946.66,2025-01-19 12:33:34,India,SWIFT,DEV-02-C026,Healthcare
T000046,C002,B128,36900.32,2025-01-19 14:26:14,UAE,RTGS,DEV-02-C002,Travel
T000091,C006,B066,19483.02,2025-01-19 15:01:11,UK,Cash Deposit,DEV-02-C006,Travel
T000310,C020,B249,2482.22,2025-01-19 15:24:16,UAE,IMPS,DEV-01-C020,Utilities
T000418,C026,B248,6802.19,2025-01-19 16:00:28,UAE,UPI,DEV-03-C026,Dining
T001204,C088,B103,28915.41,2025-01-19 16:39:49,Singapore,UPI,DEV-03-C088,Fuel
T001071,C078,B098,6739.87,2025-01-19 18:00:03,USA,Cash Deposit,DEV-01-C078,Crypto Exchange
T001138,C083,B084,9537.25,2025-01-19 18:19:40,UAE,NEFT,DEV-02-C083,Groceries
T001762,C127,B226,10200.44,2025-01-19 20:59:34,Nigeria,RTGS,DEV-02-C127,Groceries
T000895,C066,B051,9890.56,2025-01-20 04:00:58,Nigeria,RTGS,DEV-02-C066,Fuel
T002006,C146,B252,17302.8,2025-01-20 04:18:42,India,RTGS,DEV-03-C146,Travel
T001763,C128,B102,4399.01,2025-01-20 04:57:56,Singapore,IMPS,DEV-01-C128,Dining
T001099,C080,B287,20451.05,2025-01-20 05:37:34,UK,SWIFT,DEV-03-C080,Crypto Exchange
T001536,C111,B237,6632.1,2025-01-20 05:59:37,Singapore,Cash Deposit,DEV-01-C111,Groceries
T000401,C025,B074,16993.22,2025-01-20 07:50:18,USA,RTGS,DEV-02-C025,Jewelry
T001408,C101,B071,5871.73,2025-01-20 08:18:13,UAE,SWIFT,DEV-02-C101,Jewelry
T000675,C049,B215,5542.67,2025-01-20 08:46:13,Nigeria,RTGS,DEV-01-C049,Jewelry
T002142,C940,B800,9015.2,2025-01-20 08:48:04,India,UPI,DEV-02-C940,Crypto Exchange
T000714,C052,B246,15160.09,2025-01-20 09:16:33,India,NEFT,DEV-01-C052,Travel
T002143,C940,B801,9862.95,2025-01-20 09:48:04,Nigeria,Cash Deposit,DEV-02-C940,Utilities
T001838,C134,B123,15463.28,2025-01-20 10:00:01,India,NEFT,DEV-02-C134,Groceries
T001789,C131,B280,5049.72,2025-01-20 10:44:53,Singapore,IMPS,DEV-03-C131,Fuel
T002144,C940,B802,7783.75,2025-01-20 10:48:04,India,RTGS,DEV-01-C940,Entertainment
T001753,C127,B101,12360.1,2025-01-20 10:54:01,Nigeria,IMPS,DEV-01-C127,Fuel
T002145,C940,B803,6455.14,2025-01-20 11:48:04,UAE,UPI,DEV-03-C940,Groceries
T000219,C013,B090,50225.59,2025-01-20 11:53:08,UAE,RTGS,DEV-02-C013,Jewelry
T000844,C061,B112,61048.41,2025-01-20 12:06:19,UAE,RTGS,DEV-03-C061,Dining
T002146,C940,B804,14878.11,2025-01-20 12:48:04,UK,NEFT,DEV-02-C940,Healthcare
T002147,C940,B805,14785.61,2025-01-20 13:48:04,UAE,NEFT,DEV-01-C940,Groceries
T001815,C133,B142,29438.51,2025-01-20 14:00:05,India,IMPS,DEV-02-C133,Utilities
T000958,C070,B006,21555.75,2025-01-20 14:00:42,Nigeria,RTGS,DEV-02-C070,Electronics
T002148,C940,B806,14526.45,2025-01-20 14:48:04,Nigeria,SWIFT,DEV-02-C940,Dining
T000424,C027,B110,26275.47,2025-01-20 14:51:09,USA,UPI,DEV-03-C027,Dining
T001342,C096,B139,23869.76,2025-01-20 15:11:07,Singapore,IMPS,DEV-01-C096,Crypto Exchange
T002149,C940,B807,11356.87,2025-01-20 15:48:04,India,IMPS,DEV-01-C940,Dining
T002150,C940,B808,9050.68,2025-01-20 16:48:04,Singapore,Cash Deposit,DEV-02-C940,Healthcare
T002151,C940,B809,10247.78,2025-01-20 17:48:04,Nigeria,UPI,DEV-01-C940,Groceries
T000181,C010,B027,19819.49,2025-01-20 18:19:30,Singapore,RTGS,DEV-01-C010,Dining
T002152,C940,B810,5924.41,2025-01-20 18:48:04,UK,UPI,DEV-02-C940,Travel
T002153,C940,B811,6986.05,2025-01-20 19:48:04,UK,SWIFT,DEV-02-C940,Jewelry
T000650,C045,B054,4248.78,2025-01-20 22:08:15,USA,IMPS,DEV-02-C045,Entertainment
T000877,C064,B054,17498.73,2025-01-20 23:02:06,USA,Cash Deposit,DEV-03-C064,Healthcare
T000561,C038,B110,18227.82,2025-01-20 23:30:45,Singapore,Cash Deposit,DEV-01-C038,Crypto Exchange
T000467,C031,B124,14201.34,2025-01-21 00:12:17,India,NEFT,DEV-03-C031,Groceries
T002061,C149,B283,24303.01,2025-01-21 00:23:07,UK,IMPS,DEV-02-C149,Dining
T000977,C071,B136,39952.5,2025-01-21 01:49:44,UAE,IMPS,DEV-01-C071,Crypto Exchange
T000512,C035,B009,33308.52,2025-01-21 02:42:48,USA,IMPS,DEV-03-C035,Healthcare
T001779,C129,B019,2498.75,2025-01-21 02:48:36,UAE,IMPS,DEV-02-C129,Electronics
T000415,C026,B266,15177.02,2025-01-21 03:08:28,USA,UPI,DEV-03-C026,Entertainment
T001066,C078,B007,18512.47,2025-01-21 06:23:42,Nigeria,SWIFT,DEV-01-C078,Entertainment
T001797,C132,B214,18430.2,2025-01-21 08:22:04,UK,SWIFT,DEV-03-C132,Groceries
T000075,C004,B184,33702.44,2025-01-21 09:30:49,Nigeria,IMPS,DEV-03-C004,Utilities
T000093,C006,B147,7471.05,2025-01-21 09:45:40,UK,RTGS,DEV-03-C006,Fuel
T000876,C064,B034,11128.38,2025-01-21 11:09:23,Nigeria,Cash Deposit,DEV-01-C064,Healthcare
T001571,C115,B067,39812.97,2025-01-21 12:31:13,India,Cash Deposit,DEV-02-C115,Fuel
T000922,C068,B144,9583.86,2025-01-21 12:52:14,UAE,IMPS,DEV-01-C068,Fuel
T001109,C081,B276,19406.47,2025-01-21 13:42:18,UAE,RTGS,DEV-03-C081,Dining
T001845,C135,B200,20184.56,2025-01-21 15:47:06,UK,IMPS,DEV-01-C135,Dining
T000050,C003,B247,17372.11,2025-01-21 18:04:02,UK,NEFT,DEV-01-C003,Healthcare
T001488,C109,B275,17280.33,2025-01-21 18:50:34,Singapore,UPI,DEV-01-C109,Dining
T000952,C070,B052,5440.65,2025-01-21 19:43:25,USA,SWIFT,DEV-02-C070,Jewelry
T000362,C022,B229,12075.95,2025-01-21 19:59:07,USA,UPI,DEV-03-C022,Entertainment
T000661,C047,B021,26260.45,2025-01-21 21:02:05,Singapore,IMPS,DEV-01-C047,Electronics
T000268,C016,B272,45659.28,2025-01-21 21:17:45,UK,SWIFT,DEV-02-C016,Fuel
T000393,C024,B124,8616.65,2025-01-21 21:19:22,USA,UPI,DEV-01-C024,Groceries
T000834,C060,B202,21211.99,2025-01-21 22:21:35,UK,IMPS,DEV-03-C060,Fuel
T000328,C021,B132,10241.67,2025-01-21 22:30:43,UAE,RTGS,DEV-03-C021,Crypto Exchange
T001340,C096,B075,10719.88,2025-01-21 23:42:04,USA,SWIFT,DEV-01-C096,Healthcare
T001835,C134,B273,5359.08,2025-01-21 23:42:16,UK,Cash Deposit,DEV-01-C134,Jewelry
T000930,C068,B044,15443.37,2025-01-22 00:41:57,UK,RTGS,DEV-02-C068,Entertainment
T001086,C079,B292,9868.72,2025-01-22 02:39:56,Nigeria,NEFT,DEV-03-C079,Fuel
T000053,C003,B152,25198.18,2025-01-22 03:16:47,India,RTGS,DEV-03-C003,Jewelry
T001426,C104,B053,6059.23,2025-01-22 03:41:18,UAE,RTGS,DEV-01-C104,Electronics
T001513,C110,B217,45411.76,2025-01-22 03:59:46,UAE,NEFT,DEV-01-C110,Electronics
T001291,C093,B221,21461.29,2025-01-22 04:52:38,USA,Cash Deposit,DEV-01-C093,Entertainment
T000580,C039,B280,32092.14,2025-01-22 05:14:22,UK,NEFT,DEV-03-C039,Electronics
T001780,C129,B203,8617.21,2025-01-22 05:21:37,Singapore,SWIFT,DEV-02-C129,Crypto Exchange
T000498,C034,B005,11588.05,2025-01-22 05:39:13,USA,SWIFT,DEV-02-C034,Groceries
T001329,C095,B260,17208.46,2025-01-22 06:57:01,UK,Cash Deposit,DEV-03-C095,Electronics
T000931,C068,B088,10008.34,2025-01-22 07:09:17,UK,RTGS,DEV-01-C068,Crypto Exchange
T001280,C092,B180,6606.53,2025-01-22 07:16:37,Nigeria,UPI,DEV-02-C092,Electronics
T001025,C074,B194,18438.32,2025-01-22 10:01:03,Singapore,NEFT,DEV-02-C074,Electronics
T000892,C066,B095,5353.11,2025-01-22 10:28:23,USA,UPI,DEV-01-C066,Utilities
T000955,C070,B135,15275.37,2025-01-22 12:45:43,Singapore,NEFT,DEV-03-C070,Groceries
T000548,C037,B133,21133.86,2025-01-22 13:18:00,USA,Cash Deposit,DEV-03-C037,Jewelry
